County,Social Progress Index,Basic Human Needs,Foundations of Wellbeing,Opportunity,Nutrition and Basic Medical Care,Water and Sanitation,Shelter,Personal Safety,Access to Basic Knowledge,Access to Information and Communication,Health and Wellness,Environmental Quality,Personal Rights,Personal Freedom and Choice,Inclusiveness,Access to Advanced Education,"Infant mortality rate (deaths per 1,000 live births) ","Youth mortality rate (deaths per 1,000 pop.)",Lead exposure (% children under 6 exposed),"Vaccine-preventable diseases (prevalence per 10,000 pop.)",Supermarket access (% of low-income pop.),Contaminated drinking water (contaminant concentration over one compliance cycle),Water consumption (gallons/day/capita),Groundwater pollutants (sum of weighted site scores),Solid waste sites (sum of weighted site scores),"Salmonellosis prevalance (cases per 100,000)",Housing overcrowding (% of households),Housing cost burden (owners) (% of housing units),Housing cost burden (renters) (% of housing units),Outstanding Regional Housing Needs Allocation (RHNA) (% of construction permits),Homelessness (% of pop.),"Motor vehicle related deaths (per 100,000 pop.)","Property crime rate (per 100,000 pop.; five-year average) ","Homicide rate (per 100,000 pop.; five-year average)","Forcible rape (per 100,000 pop.; five-year average) ",Preschool enrollment (% of pop. ages 3-4),Third grade language arts proficiency (% of 3rd graders),Eighth grade math proficiency (% of 8th graders),Less than 9th grade education (% of pop. age 25+),Population without high school education (% of pop. ages 18-24 without high school diploma or equivalent),Broadband adoption rate (% of connections per housing units offered connection),Slow or no broadband service (% of households),Public library use (visits per capita),"Premature deaths (years of life lost before age 75 per 100,000 pop.; age-adjusted)",Poor mental health days (average days per month),Adult obesity (% of adult pop.),Diabetes prevalence (% of adults age 20+),"Drug overdose deaths (deaths per 100,000 pop.; age-adjusted)",Ozone concentration (average ppm),PM2.5 concentration (μg/m3),Traffic density (vehicles-km/hr/km),Carbon footprint (average CO2 emissions/household),Wildfire vulnerability (index of wildfire potential and social vulnerability),Voter registration (total registrations/eligible pop.),Voter turnout (total voters/eligible pop.),"Citizen complaints against peace officers (complaints/100,000)",Owner occupied homes (% of households),"Teen births (births per 1,000 female pop. ages 15-19)",Access to exercise opportunities (% of pop.),Child care deserts (% of pop.),Disconnected youth (% of pop. ages 16-24),Residential isolation (Non-white/white),Residential segregation (Non-white/white),"Hate crime rate (hate crimes/100,000) ","School bullying (allegations/100,000 students)",Female county supervisors (% of county supervisors),Linguistic isolation (% of households),College or graduate school enrollment (% of pop. age 15+),Associates degree holders (% of pop. age 25+),Bachelors degree holders (% of pop. age 25+),Advanced degree holders (% of pop. age 25+),,,,,NAME,Broadband.Adoption.Rate,CarbonFootprint,ForRapeClr_rate,HomicideClr_rate,PCT_LACCESS_LOWI15,PropertyClr_rate,RegistrationRate,TurnoutEligible,Visits.pc,bullying.rate,child.mort,complaint.rate,drinking_water_index,drug.od,gpcd,groundwater_threats,hatecrimerate,homelessness_rate,inf.mort,life_lost_rate,linguistic_isolation,ment_unhealthy_days,mv.deaths,ozone,pct_BLLgt4.5,pct_associates,pct_bachelors,pct_childcaredesert,pct_diabetic,pct_disconnected_youth,pct_enrolled,pct_exercise_access,pct_female,pct_graduate,pct_hburdenowner,pct_hburdenrenter,pct_homeownership,pct_hsincomplete,pct_lessthan9th,pct_met_and_above_m,pct_met_and_above_r,pct_obsese,pct_overcrowded,pct_preschoolenroll,pct_rhna_outstanding,pm25,prev.vax,res_iso_wnw,res_seg_wnw,salmonella.rate,solid_waste_sites,teen_birth_rate,traffic,un.or.underserved,wildfire.vulnerability
Plumas,54.5,60.2,43.0,62.7,66.0,44.2,67.4,66.7,37.6,36.4,40.1,62.3,54.4,80.4,80.4,44.0,,,0,0.534073916,2.336625154,498.7485714,178.4269844,10.85714286,9.607142857,15.24,1,29.40492021,51.43108763,35.0877193,299.081,,206.1525315,4.272591327,12.81777398,42.07048458,37.73857143,27.44428571,1.533149171,16.04414261,44,6.319702602,3.127590258,9549,3.9,23,10,34.16,0.052,7.217155581,158.14,39.75666667,0.817363708,64.00875881,62.57,50.737022,72.59563171,22,98,48.47788934,,0.111046288,0.13378805,5.340739158,0,40,0.60919328,6.404001729,12.09254144,12.47237569,10.11740331,,,,,Placer,79,-48.454,-6.614,-0.876,-3.025,-280.598,60.335,68.256,3.467,-177.892,-13.95,-7.292,-254.687,-11.04,-190.488,-11.322,-5.067,-206.408,-3.79,-4741,-0.021,-3.4,-3.74,-0.052,-2.63,0.111,0.25,-0.388,-8,-10,0.082,78,0.2,0.125,-0.307,-0.491,0.708,-0.099,-0.023,47.708,53.577,-21,-0.02,0.562,-0.576,-7.625,-1.44,-0.213,-0.244,-15.45,-2.239,-13,-577.393,-0.134,-0.514
Riverside,50.6,61.2,47.4,44.6,69.7,64.4,37.2,84.0,36.4,67.0,53.8,38.4,49.1,56.9,43.0,33.0,15.38,4.44,0.6,0.679404943,6.848193267,737.181792,166.4483856,4.071854305,1.476821192,9,7,34.35482337,56.35665392,82.37301828,102.166,10.2,282.3352167,2.242036312,5.290865995,36.24618453,44.3896519,25.619375,9.258612578,13.60621077,76.2,2.562121274,2.781914835,5587,3.6,26,9,14.55,0.062536424,10.16464141,711.3392478,45.65914286,0.714035579,43.27512248,53.49,6.963900668,65.02352035,25,88,75.38592324,17,0.457286996,0.284572108,1.146495842,168.4273646,0,9.743369033,9.473716068,7.963677028,13.68369212,7.837588918,,,,,Plumas,51.77,-39.757,-12.818,-4.273,-2.337,-232.497,62.391,62.57,3.128,-12.729,-19.87,-37.786,-498.749,-26.724,-178.427,-10.857,-5.148,-299.081,-7.098,-8882,-0.011,-3.9,-6.492,-0.052,-0.741,0.111,0.125,-0.485,-10,-11.44,0.064,97,0.4,0.101,-0.294,-0.514,0.726,-0.16,-0.023,27.444,37.739,-23,-0.02,0.421,-0.477,-7.217,-0.534,-0.136,-0.134,-15.24,-9.431,-22,-158.14,-0.063,-0.817
Sacramento,53.1,60.1,53.0,46.9,53.1,58.8,54.3,76.9,46.8,66.6,52.1,48.8,33.5,65.4,41.9,52.5,17.28,4.84,1.85,1.13681958,4.422630799,403.6774132,135.3410743,26.00425868,1.288328076,9.983333333,5,28.52178978,52.1885849,73.88756575,245.085,5.6,291.467166,3.263340912,5.911461816,44.1693621,43.71834008,30.08218487,6.607541696,12.74578345,80.3,5.344289827,2.596112077,6240,3.8,28,9,15.3,0.049823344,9.229521724,866.9681962,44.1706,0.568217018,51.68282734,58.21,42.59729838,55.49779156,24,91,60.21057911,16,0.507128119,0.355856277,1.6717935,269.0744036,40,7.26611716,9.854239617,9.736246418,19.72645918,10.14580479,,,,,Riverside,76.2,-45.659,-5.291,-2.242,-6.848,-282.335,43.275,53.49,2.782,-168.427,-15.38,-7.292,-680.713,-14.55,-166.448,-6.687,-1.146,-142.088,-4.44,-5587,-0.097,-3.6,-10.2,-0.061,-0.741,0.08,0.137,-0.754,-9,-17,0.095,88,0,0.078,-0.34,-0.562,0.65,-0.136,-0.093,25.619,44.39,-26,-0.07,0.362,-0.824,-10.165,-0.679,-0.457,-0.285,-9.397,-1.477,-25,-711.339,-0.042,-0.714
San Benito,52.8,51.6,53.0,53.8,60.4,47.2,35.8,69.8,48.6,40.0,65.6,61.8,57.7,65.9,63.4,34.7,20.04,4.27,1.01,1.136279707,3.129928639,652.5690909,155.2624628,13.55454545,3.881818182,18.5,8,33.10816896,46.97806533,83.95341313,681.768,14.66,272.0253618,1.70441956,18.40773125,37.05153294,46.19157895,44.1275,13.75645796,11.94371152,72.6,16.00529101,1.734451433,4752,3.5,23,8,9.84,0.040545455,5.001670084,405.6090909,50.38,0.679518462,48.10553766,66.33,12.7831467,63.66399083,21,85,63.93618653,15,0.192439418,0.124040852,1.70441956,349.1573222,40,10.37010401,9.704062064,9.10940386,13.33083492,5.862355114,,,,,Sacramento,80.3,-44.171,-5.911,-3.263,-4.423,-291.467,51.683,58.21,2.596,-269.074,-17.28,-37.786,-403.677,-15.3,-135.341,-26.004,-1.672,-245.085,-4.84,-6240,-0.073,-3.8,-5.6,-0.05,-1.85,0.097,0.197,-0.602,-9,-16,0.099,91,0.4,0.101,-0.285,-0.522,0.555,-0.127,-0.066,30.082,43.718,-28,-0.05,0.442,-0.739,-9.23,-1.137,-0.507,-0.339,-9.983,-1.445,-24,-866.968,-0.053,-0.568
San Bernardino,47.0,55.3,44.7,42.0,61.4,69.4,38.6,57.0,35.4,63.8,48.8,36.2,39.8,47.8,50.9,32.2,19.57,6.03,0.71,0.392855684,8.004312443,662.5952044,119.6846269,5.832655827,2.347560976,11.06666667,9,32.70769422,55.54061334,80.41736803,87.968,9.13,393.3962531,3.799700173,12.4550966,37.37037094,42.27207547,26.24828025,9.317991804,13.96291188,74.4,4.320435398,2.338452871,6562,3.9,27,9,6.09,0.064260163,11.04834109,802.7570572,43.66240964,0.746512481,41.86359736,51.42,12.49281074,59.22131608,31,84,74.2666013,19,0.449625985,0.285790828,1.791421918,139.8471524,40,9.296367075,10.01989957,8.224789804,12.83113201,6.941227353,,,,,San Benito,72.6,-49.383,-18.408,-1.704,-3.13,-272.025,48.106,66.33,1.734,-349.157,-20.04,-12.783,-652.569,-9.84,-155.262,-13.555,-1.704,-630.323,-4.27,-4752,-0.104,-3.5,-10.312,-0.041,-1.01,0.091,0.133,-0.639,-8,-15,0.097,85,0.4,0.059,-0.331,-0.47,0.637,-0.119,-0.138,44.127,46.192,-23,-0.08,0.371,-0.84,-5.002,-1.136,-0.192,-0.134,-17.187,-3.882,-21,-405.609,-0.16,-0.68
San Diego,59.9,58.8,64.5,56.8,58.7,61.0,41.7,80.1,66.2,71.4,74.9,49.0,53.0,73.7,44.7,59.4,12.69,3.9,1.35,3.228100309,3.074440164,303.6108612,179.0785486,15.10287081,1.679984051,14.83333333,7,33.44869845,54.21043064,68.42449685,278.957,4.73,285.6320605,2.119582844,8.429605334,50.96250332,52.92544177,36.66686747,6.8955802,10.11760173,83.9,6.502549675,4.826368098,4658,3.7,20,7,12.56,0.042676236,10.61353349,1065.619136,45.33273684,0.523615147,50.32699743,61.45,7.293679471,52.99301365,22,93,61.85119371,12,0.374182726,0.293436686,2.893108767,249.6607635,20,7.645871851,11.12687546,8.332055101,23.00740313,14.35705687,,,,,San Bernardino,74.4,-43.662,-12.455,-3.8,-8.004,-393.396,41.864,51.42,2.338,-139.847,-19.57,-12.493,-662.595,-9.444,-119.685,-6.687,-1.791,-142.088,-6.03,-6562,-0.093,-3.9,-9.13,-0.061,-0.741,0.082,0.128,-0.743,-9,-19,0.1,84,0.4,0.069,-0.327,-0.555,0.592,-0.14,-0.093,26.248,42.272,-27,-0.09,0.374,-0.804,-11.048,-0.393,-0.45,-0.286,-11.067,-2.348,-31,-802.757,-0.043,-0.747
San Francisco,62.5,61.9,72.5,54.4,77.7,66.2,54.8,52.1,74.5,69.5,77.9,68.5,41.4,90.0,40.8,57.8,11.8,2.83,1.48,0.771370135,0.321952681,183.1391795,176.2148611,11.52538462,0.977179487,16.93333333,6,30.99946193,38.77756046,54.65378087,793.508,3.19,426.397983,3.401742294,15.66652743,69.93856366,49.72858974,47.68535714,7.555843144,5.395711023,78.4,6.866504008,7.185920258,4569,3.2,18,8,17.38,0.03,8.568965422,786.537641,37.74961538,0.295215264,59.32488143,64.07,50.04263748,37.29722498,10,100,48.0663872,9,0.60942302,0.346265402,5.438159449,18.89644747,36.36363636,9.250605313,10.21103147,5.312455166,33.42156194,22.36536598,,,,,San Diego,83.9,-45.333,-8.43,-2.12,-3.074,-285.632,50.327,61.45,4.826,-249.661,-12.69,-7.294,-303.611,-12.56,-179.079,-15.103,-2.893,-278.957,-3.9,-4658,-0.076,-3.7,-4.73,-0.043,-1.35,0.083,0.23,-0.619,-7,-12,0.111,93,0.2,0.144,-0.334,-0.542,0.53,-0.101,-0.069,36.667,52.925,-20,-0.07,0.51,-0.684,-10.614,-1.842,-0.374,-0.293,-14.833,-1.68,-22,-914.334,-0.065,-0.524
San Joaquin,43.6,51.2,41.6,39.1,52.9,38.4,45.4,74.2,31.2,59.5,40.4,39.9,43.6,48.4,34.7,31.8,21.12,5.69,1.59,0.579987931,4.769405559,584.8018705,174.1784296,29.80719424,2.620143885,14.66666667,7,29.26708035,52.80093667,89.43149116,212.938,8.05,326.0360725,3.314216747,5.717023889,40.20411724,38.59590643,27.36316901,11.51828629,16.37827017,73.8,4.838109416,1.416780708,7156,4,28,11,16.51,0.048215827,12.3078713,760.8611511,46.39285714,0.699690876,46.1577871,52.09,9.114096054,55.73259222,29,73,69.72573475,18,0.500592872,0.276499528,1.519016009,2589.393947,20,10.85646459,8.258556142,9.302506116,12.30478844,5.772562032,,,,,San Francisco,78.4,-39.403,-15.667,-3.402,-1.688,-426.398,59.325,64.07,7.186,-18.896,-12.59,-37.786,-254.687,-17.38,-176.215,-11.525,-5.148,-630.323,-3.184,-4569,-0.093,-3.37,-3.486,-0.034,-1.48,0.067,0.254,-0.481,-8,-10,0.102,97,0.364,0.17,-0.31,-0.428,0.522,-0.09,-0.076,47.685,49.729,-19,-0.06,0.564,-0.547,-8.569,-0.771,-0.52,-0.339,-16.933,-1.445,-13,-786.538,-0.069,-0.441
San Luis Obispo,63.6,60.0,64.3,66.5,61.2,47.5,57.1,78.3,67.5,58.0,66.4,65.8,54.3,84.7,66.6,63.9,17.9,4.83,0.87,1.059073703,4.453968351,494.5258491,219.4419794,14.55566038,3.166981132,14.11666667,3,32.30190953,51.02162317,38.9902194,401.615,4.16,361.1322331,1.070973408,9.495964215,46.46085622,52.44686275,40.91222222,4.290565814,6.282433984,76.4,8.222116301,3.575169839,5326,3.7,23,8,15.14,0.037679245,7.635344899,478.9388679,43.7785,0.565414726,60.06625755,67.17,29.09477758,60.02437074,13,90,56.10436993,7,0.200428981,0.234775995,3.212920223,143.3391404,40,4.381306277,15.55021612,10.10532661,21.15089638,12.85124567,,,,,San Joaquin,73.8,-46.393,-5.717,-3.314,-4.769,-326.036,46.158,52.09,1.417,-393.226,-21.12,-9.114,-584.802,-16.51,-174.178,-29.807,-1.519,-212.938,-5.69,-7156,-0.109,-4,-8.05,-0.048,-1.59,0.093,0.123,-0.697,-10,-18,0.083,73,0.2,0.058,-0.293,-0.528,0.557,-0.164,-0.115,27.363,38.596,-28,-0.07,0.402,-0.894,-12.308,-0.58,-0.501,-0.276,-14.667,-2.62,-29,-760.861,-0.048,-0.7
San Mateo,65.9,65.8,72.6,59.9,74.3,59.2,52.6,80.6,77.8,82.1,78.7,55.3,55.1,90.9,44.2,58.1,11,2.94,1.41,1.100268518,1.099805069,377.8149677,81.58314767,32.63503185,1.236942675,17.25,8,31.28005115,47.66215037,67.19388982,164.123,3.22,303.5693235,1.021677909,11.34324448,66.17799335,56.8605303,50.15097222,6.641669851,9.743319269,86.2,4.336116348,6.922281747,3552,2.9,19,9,7.64,0.031847134,9.026345646,898.8070064,53.705,0.29628565,51.86037069,64.17,14.9322156,59.74117252,13,96,44.19791735,10,0.568249178,0.353297755,1.833780863,267.2197494,75,8.10898649,8.829569116,7.263528409,28.20353605,20.33229476,,,,,San Luis Obispo,76.4,-43.779,-9.496,-1.071,-4.454,-361.132,60.066,67.17,3.575,-143.339,-17.9,-29.095,-494.526,-15.14,-208.906,-14.556,-3.213,-401.615,-4.83,-5326,-0.044,-3.7,-4.16,-0.038,-0.87,0.101,0.212,-0.561,-8,-10,0.117,90,0.4,0.129,-0.323,-0.51,0.6,-0.09,-0.043,40.912,52.447,-23,-0.03,0.465,-0.477,-7.635,-1.059,-0.2,-0.235,-14.117,-3.167,-13,-478.939,-0.082,-0.565
Santa Barbara,58.0,50.2,67.6,57.4,65.8,38.7,39.2,63.7,55.7,71.8,76.6,68.2,43.1,75.9,63.4,52.3,14.76,4.31,1.46,0.835221988,3.129454862,388.7592045,271.8375141,41.46292135,3.53988764,14.81666667,10,31.36320178,54.99876286,69.57749044,419.868,3.51,342.7118981,2.257356726,16.56899837,44.32263117,48.65659341,39.16571429,12.44675938,10.18168482,78.6,2.842137782,4.038842337,4855,3.5,21,7,14.58,0.038483146,4.889205247,512.4126136,46.03130435,0.566261522,50.33521747,62.83,23.70224562,52.29177516,25,97,62.50304743,8,0.295073737,0.20757039,1.580149708,130.3794142,60,13.685918,15.79884599,7.708069116,19.80477828,13.46428755,,,,,San Mateo,83.9,-49.383,-11.343,-1.022,-1.688,-303.569,51.86,64.17,6.922,-267.22,-12.59,-14.932,-377.815,-9.444,-89.359,-30.467,-1.834,-164.123,-3.184,-4476,-0.081,-3.37,-3.486,-0.034,-1.41,0.073,0.254,-0.442,-9,-10,0.088,96,0.6,0.17,-0.313,-0.477,0.597,-0.097,-0.066,47.708,53.577,-19,-0.08,0.564,-0.672,-9.026,-1.1,-0.52,-0.339,-17.187,-1.445,-13,-898.807,-0.043,-0.441
Santa Clara,62.5,64.7,69.7,54.2,73.5,50.2,53.7,88.1,77.7,76.3,77.8,51.2,43.3,85.8,39.4,58.8,11.39,3.27,1.46,1.121444211,0.992586698,439.6351613,165.8514485,23.29986559,1.564650538,16.48333333,8,29.47551161,45.81257571,66.03610035,386.872,5.42,242.9330702,1.737104874,6.56123347,56.96608895,57.91126316,51.19190476,7.003997336,9.484440204,84.3,6.321564885,7.280580633,3622,2.9,20,8,7.09,0.036712366,10.14593713,950.5645699,52.92418182,0.350977676,45.79134022,60.73,19.98717054,56.92179091,15,93,51.59285192,10,0.617784517,0.349073487,2.98237885,98.22599535,20,9.33447658,10.46959389,6.841174007,26.84051783,23.1815709,,,,,Santa Barbara,78.6,-46.031,-16.569,-2.257,-3.129,-342.712,50.335,62.83,4.039,-130.379,-14.76,-23.702,-388.759,-14.58,-208.906,-30.467,-1.58,-419.868,-4.31,-4855,-0.137,-3.5,-3.51,-0.038,-1.46,0.077,0.198,-0.625,-7,-10,0.117,97,0.6,0.135,-0.314,-0.55,0.523,-0.102,-0.124,39.166,48.657,-21,-0.093,0.443,-0.696,-4.907,-0.835,-0.295,-0.208,-14.817,-3.54,-25,-512.413,-0.042,-0.566
Santa Cruz,57.9,50.3,62.2,62.0,45.9,63.7,32.2,68.4,55.2,71.0,65.9,57.9,59.9,82.2,44.5,67.6,18.31,4.28,2.18,3.061763454,3.801765258,423.5286538,89.54389945,23.03365385,1.999038462,13.41666667,7,33.85738349,58.80033209,69.18044077,823.017,5.93,435.7706678,1.536980857,10.61248687,41.39650873,48.7945098,36.04466667,8.727839799,8.978178207,77.9,5.238095238,6.019607484,5108,3.9,18,8,17.23,0.036423077,8.117092905,591.7111538,49.19117647,0.580427939,57.52187453,69.46,18.48036507,59.65499916,17,94,58.89088534,8,0.311860356,0.338478821,4.391373878,28.83090673,0,8.907354844,16.02385721,9.093775158,23.62872761,16.12142298,,,,,Santa Clara,83.9,-49.383,-6.561,-1.737,-1.688,-242.933,45.791,60.73,7.191,-98.226,-12.59,-19.987,-439.635,-9.444,-165.851,-23.3,-2.982,-386.872,-3.27,-4476,-0.093,-3.37,-5.42,-0.037,-1.46,0.068,0.254,-0.516,-8,-10,0.105,93,0.2,0.17,-0.295,-0.458,0.569,-0.095,-0.07,47.708,53.577,-20,-0.08,0.564,-0.66,-10.146,-1.121,-0.52,-0.339,-16.483,-1.565,-15,-914.334,-0.063,-0.441
Shasta,49.7,41.4,52.6,56.3,44.9,63.6,44.8,23.0,67.8,45.5,39.1,63.6,61.0,55.4,67.8,44.0,21.83,4.83,1.76,0.912889818,8.777489539,371.306875,189.2675391,9.038541667,2.796875,12.7,3,31.15999546,55.57197529,87.64335923,299.018,10.32,637.383397,3.800602507,24.48035144,48.19139194,50.18896552,43.60666667,2.633240869,10.53190783,66.8,15.23198132,7.244205478,8811,4.1,24,8,21.27,0.04325,5.934468084,317.1804167,43.07962963,0.803617912,57.00903761,61.48,11.17824267,62.55852226,28,78,66.2718884,16,0.161193476,0.215856912,8.383682001,51.87394631,20,1.501555623,7.930654401,11.45547713,13.98559472,7.370516336,,,,,Santa Cruz,77.9,-49.191,-10.612,-1.537,-3.802,-435.771,57.522,68.256,6.02,-28.831,-18.31,-18.48,-423.529,-17.23,-89.544,-23.034,-4.391,-630.323,-4.28,-5108,-0.089,-3.9,-5.93,-0.036,-2.18,0.091,0.236,-0.589,-8,-10,0.117,94,0,0.161,-0.339,-0.562,0.597,-0.09,-0.087,36.045,48.795,-19,-0.07,0.414,-0.692,-8.117,-1.842,-0.312,-0.338,-13.417,-1.999,-17,-591.711,-0.052,-0.58
Siskiyou,43.3,39.3,40.6,50.9,28.4,40.4,52.0,40.0,41.1,28.3,35.8,65.3,54.3,48.0,65.1,39.6,22.26,5.21,8.33,1.30178421,10.26473704,352.8064286,231.6915337,17.98928571,8.892857143,13.1,3,28.40972947,52.3243408,95.23809524,298.645,6.62,627.6131404,5.053985757,6.432345509,38.13131313,40.51521739,31.749,3.178052852,13.99190829,47.1,19.25,,9534,4.2,24,10,23.64,0.043714286,5.930339937,167.095,40.70090909,0.954648563,63.44819665,61.11,29.86446129,65.50110422,30,74,59.53595222,20,0.178724279,0.20778764,0,421.0526316,20,2.241695537,5.453593474,10.71844783,15.04614319,7.644335255,,,,,Shasta,66.8,-43.08,-23.528,-3.801,-8.777,-630.544,57.009,61.48,7.191,-51.874,-21.83,-11.178,-371.307,-21.27,-189.268,-9.039,-5.148,-299.018,-4.83,-8811,-0.015,-4.1,-10.312,-0.043,-1.76,0.111,0.14,-0.663,-8,-16,0.079,78,0.2,0.074,-0.312,-0.556,0.626,-0.105,-0.026,43.607,50.189,-24,-0.03,0.482,-0.876,-5.934,-0.913,-0.161,-0.216,-12.7,-2.797,-28,-317.18,-0.152,-0.804
Solano,55.2,56.7,54.4,54.5,54.2,54.1,56.9,62.1,44.7,63.5,53.7,57.5,53.5,67.8,53.2,45.8,19.37,5.92,1.91,0.682022127,3.382464959,285.8852083,211.0396416,20.72447917,1.278645833,13.03333333,5,28.9892624,53.23294501,57.41239892,283.231,5.01,335.6928234,3.586363542,12.92010456,42.82851168,42.03742424,29.43411765,5.93160633,12.34975888,83.4,9.348659004,3.765787471,6347,3.6,30,10,12.6,0.038416667,7.890149691,714.8592553,48.08142857,0.532675469,51.71030459,58.99,11.60970249,59.97950486,21,93,67.34707953,15,0.532467452,0.288790112,2.06905589,83.94763766,40,5.278130908,8.760428407,9.988754607,17.85748157,7.707836549,,,,,Sierra,54.7,-40.954,-5.222,-0.876,-11.794,-232.497,62.391,68.256,2.477,-222.717,-10.701,-17.331,-630.21,-9.532,-177.83,-12,0,-277.296,-7.098,-7524.876,-0.011,-3.8,-2.963,-0.053,-7.14,0.109,0.149,-0.822,-10,-16.412,0.05,70,0,0.065,-0.281,-0.562,0.734,-0.217,-0.023,44.447,44.22,-22,-0.02,0.407,-0.462,-7.44,-0.287,-0.116,-0.141,-19.765,-9.431,-25,-122.112,-0.234,-0.826
Sonoma,60.8,58.1,66.0,58.7,79.5,55.7,42.8,60.2,58.5,68.3,72.5,65.4,53.0,79.0,50.7,56.1,13.63,3.2,0.72,0.758569338,4.014133044,481.5990909,95.60983398,29.50606061,2.788383838,12.25,5,31.88171855,53.08283632,68.08384652,565.933,3.39,351.5769259,1.956310399,19.8026522,48.34578442,50.57677966,32.75790323,6.324461094,11.76820616,78.6,5.247860488,4.21957588,4720,3.8,20,8,11.85,0.031676768,6.523975978,615.9911111,44.87583333,0.60552269,54.5834556,67.74,25.95105631,60.30159215,15,89,57.74609087,12,0.310313332,0.280443271,3.193976161,522.7773893,60,6.611342342,9.120850125,9.452495476,21.67614684,12.17158313,,,,,Siskiyou,51.77,-40.701,-6.432,-5.029,-10.265,-627.613,62.391,61.11,8.27,-393.226,-22.26,-29.864,-352.806,-23.64,-208.906,-17.989,0,-298.645,-5.21,-8882,-0.022,-4.2,-6.62,-0.044,-7.35,0.107,0.15,-0.595,-10,-20,0.055,74,0.2,0.076,-0.284,-0.523,0.655,-0.14,-0.032,31.749,40.515,-24,-0.03,0.381,-0.905,-5.93,-1.302,-0.179,-0.208,-13.1,-8.893,-30,-167.095,-0.192,-0.912
Stanislaus,44.6,50.1,45.0,39.4,57.3,53.4,44.1,46.6,41.4,57.6,46.5,37.1,38.5,46.0,59.2,23.1,20.31,5.07,1.56,0.460470476,4.856083706,854.0345745,136.6480723,13.14787234,2.863829787,13.63333333,7,28.92320278,52.56344004,90.83449883,310.071,7.02,516.946558,4.405582396,10.52859522,42.49016872,41.77287879,29.60014085,12.18735681,11.67602276,73.5,7.705532979,4.364054181,7148,3.9,30,9,14.52,0.053946809,12.83851064,631.0397872,47.09956522,0.73271646,45.01609158,52.55,17.54765869,57.07898485,32,88,84.41767908,19,0.284784423,0.200527204,2.613481082,52.37976608,20,11.76921531,8.771586647,7.637033378,11.34769077,5.37481478,,,,,Solano,83.4,-48.081,-12.92,-3.586,-3.382,-335.693,51.71,58.99,3.766,-83.948,-19.37,-11.61,-285.885,-12.6,-208.906,-20.724,-2.069,-283.231,-5.92,-6347,-0.053,-3.6,-5.01,-0.038,-1.91,0.1,0.179,-0.673,-10,-15,0.088,93,0.4,0.077,-0.29,-0.532,0.6,-0.123,-0.059,29.434,42.037,-28,-0.05,0.428,-0.574,-7.89,-0.682,-0.52,-0.289,-13.033,-1.445,-21,-714.859,-0.093,-0.533
Sutter,48.4,53.9,48.1,43.9,52.8,45.8,49.3,70.8,38.6,48.0,52.0,55.4,49.3,39.0,50.4,38.2,15.99,5.36,2.11,0.313863344,10.82253992,697.2295238,191.7390625,15.71904762,1.447619048,12.58333333,7,25.84300267,49.95300412,86.5439543,446.732,7.09,438.7809548,2.301664522,5.64954019,40.94165814,45.355,36.00121212,12.26363165,19.88499137,71.5,14.10948342,5.335708233,6684,3.7,30,9,10.98,0.04847619,8.578178161,312.4714286,46.84111111,0.680315735,47.775232,56.65,8.369689171,57.0305704,26,26,73.80182668,19,0.336778751,0.210937617,1.046211146,194.9386829,0,11.77220118,7.838963195,11.0575055,11.97707551,5.535228597,,,,,Sonoma,78.6,-44.876,-19.803,-1.956,-4.014,-351.577,54.583,67.74,4.22,-393.226,-13.63,-25.951,-481.599,-11.85,-95.61,-29.506,-3.194,-565.933,-3.2,-4720,-0.066,-3.8,-3.486,-0.034,-0.741,0.095,0.217,-0.577,-8,-12,0.091,89,0.6,0.122,-0.319,-0.531,0.603,-0.118,-0.063,32.758,50.577,-20,-0.05,0.483,-0.681,-6.524,-0.759,-0.31,-0.28,-12.25,-2.788,-15,-615.991,-0.052,-0.606
Tehama,34.3,34.4,32.7,35.9,44.1,41.3,47.0,16.4,45.1,11.6,36.4,60.0,56.8,26.7,74.6,14.8,24.18,4.26,2.42,0.632441064,9.892913873,644.0527273,165.6194151,15.77272727,5.254545455,19.05,5,32.5279277,55.81126254,66.17826618,196.057,12.77,654.8927222,6.640631176,29.40850949,59.17159763,34.21666667,32.36541667,7.041959502,17.27581386,51.7,40.38329911,1.544231347,7582,4.3,27,11,11.17,0.049727273,7.262185689,209.3854545,39.46833333,0.975351053,51.47279713,56.09,9.486615966,67.19804318,35,53,73.76160134,23,0.150090929,0.130899219,3.162205322,65.06180872,20,4.987366802,5.637970488,7.730846844,9.74648018,4.622735602,,,,,Stanislaus,73.5,-47.1,-10.529,-4.406,-4.856,-516.947,45.016,52.55,4.364,-52.38,-20.31,-17.548,-680.713,-14.52,-136.648,-13.148,-2.613,-310.071,-5.07,-7148,-0.118,-3.9,-7.02,-0.054,-1.56,0.076,0.113,-0.822,-9,-19,0.088,88,0.2,0.054,-0.289,-0.526,0.571,-0.117,-0.122,29.6,41.773,-28,-0.07,0.425,-0.905,-12.467,-0.46,-0.285,-0.201,-13.633,-2.864,-32,-631.04,-0.077,-0.733
